0 128 640 5 5 0
1 2 a 3
35 63 e 0
36 37 a 1
36 37 b 2
36 110 c 3
36 93 d 2
36 126 e 3
37 38 a 4
37 38 b 4
37 119 c 3
37 40 d 1
37 71 e 0
38 39 a 3
38 39 b 4
38 17 c 0
38 53 d 0
38 73 e 3
39 40 a 4
39 40 b 3
39 126 c 2
39 73 d 3
39 118 e 2
40 41 a 3
40 41 b 4
40 128 c 1
40 78 d 0
40 6 e 4
41 42 a 3
41 42 b 0
41 98 c 4
41 82 d 2
41 114 e 1
42 43 a 0
42 43 b 0
42 111 c 3
42 6 d 3
42 122 e 1
43 44 a 2
43 44 b 1
43 120 c 2
43 65 d 3
43 32 e 4
44 45 a 4
44 45 b 1
44 82 c 4
44 123 d 2
44 43 e 3
45 46 a 3
45 46 b 2
45 86 c 4
45 82 d 1
45 37 e 1
46 47 a 3
46 47 b 0
46 96 c 1
46 8 d 0
46 93 e 1
47 48 a 2
47 48 b 4
47 80 c 2
47 3 d 1
47 101 e 1
48 49 a 2
48 49 b 4
48 12 c 2
48 76 d 3
48 20 e 1
49 50 a 3
49 50 b 4
49 124 c 1
49 16 d 3
49 6 e 4
50 51 a 1
50 51 b 1
50 12 c 3
50 34 d 0
50 23 e 0
51 52 a 3
51 52 b 0
51 46 c 0
51 119 d 4
51 108 e 1
52 53 a 0
52 53 b 0
52 86 c 1
52 41 d 0
52 107 e 4
53 54 a 0
53 54 b 2
53 124 c 2
53 117 d 3
53 61 e 0
54 55 a 3
54 55 b 2
54 29 c 2
54 60 d 3
54 83 e 3
55 56 a 1
55 56 b 3
55 57 c 2
55 6 d 0
55 94 e 2
56 57 a 1
56 57 b 3
56 86 c 2
56 122 d 3
56 85 e 4
57 58 a 0
57 58 b 4
57 125 c 2
57 103 d 0
57 115 e 3
58 59 a 3
58 59 b 4
58 56 c 0
58 63 d 2
58 55 e 1
59 60 a 3
59 60 b 2
59 26 c 0
59 22 d 1
59 98 e 1
60 61 a 0
60 61 b 4
60 55 c 1
60 39 d 3
60 124 e 3
61 62 a 0
61 62 b 0
61 39 c 1
61 79 d 2
61 80 e 3
62 63 a 4
62 63 b 0
62 7 c 3
62 17 d 3
62 107 e 2
63 64 a 4
63 64 b 0
63 121 c 4
63 16 d 4
63 33 e 2
64 65 a 3
64 65 b 2
64 31 c 1
64 24 d 2
64 8 e 2
65 66 a 1
65 66 b 0
65 35 c 3
65 22 d 4
65 123 e 3
66 67 a 4
66 67 b 1
66 50 c 0
66 27 d 0
66 24 e 2
67 68 a 0
67 68 b 3
67 124 c 2
67 93 d 0
67 67 e 2
68 69 a 3
68 69 b 4
68 55 c 4
68 54 d 0
68 33 e 0
69 70 a 3
69 70 b 4
69 25 c 3
69 34 d 1
69 29 e 2
70 71 a 1
70 71 b 4
70 97 c 0
70 69 d 4
70 102 e 3
71 72 a 1
71 72 b 4
71 78 c 1
71 99 d 1
71 111 e 1
72 73 a 4
72 73 b 4
72 38 c 2
72 103 d 1
72 109 e 2
73 74 a 1
73 74 b 3
73 48 c 1
73 93 d 0
73 93 e 2
74 75 a 3
74 75 b 4
74 59 c 2
74 120 d 1
74 124 e 2
75 76 a 4
75 76 b 2
75 21 c 1
75 12 d 3
75 77 e 2
76 77 a 0
76 77 b 3
76 20 c 4
76 20 d 2
76 23 e 1
77 78 a 0
77 78 b 1
77 17 c 1
77 46 d 3
77 100 e 4
78 79 a 1
78 79 b 1
78 104 c 3
78 26 d 0
78 3 e 3
79 80 a 2
79 80 b 3
79 122 c 3
79 63 d 4
79 6 e 1
80 81 a 3
80 81 b 4
80 43 c 0
80 38 d 2
80 69 e 2
81 82 a 0
81 82 b 4
81 100 c 3
81 124 d 4
81 89 e 1
82 83 a 3
82 83 b 4
82 17 c 0
82 20 d 3
82 34 e 1
83 84 a 2
83 84 b 4
83 36 c 4
83 100 d 2
83 66 e 0
84 85 a 3
84 85 b 1
84 16 c 4
84 3 d 0
84 32 e 2
85 86 a 1
85 86 b 1
85 80 c 3
85 49 d 4
85 101 e 1
86 87 a 3
86 87 b 1
86 94 c 4
86 79 d 0
86 2 e 2
87 88 a 2
87 88 b 1
87 60 c 4
87 98 d 2
87 40 e 0
88 89 a 2
88 89 b 1
88 110 c 1
88 21 d 0
88 79 e 3
89 90 a 2
89 90 b 2
89 125 c 2
89 52 d 0
89 48 e 2
90 91 a 2
90 91 b 0
90 118 c 4
90 50 d 2
90 74 e 0
91 92 a 4
91 92 b 2
91 105 c 2
91 35 d 4
91 97 e 1
92 93 a 2
92 93 b 2
92 107 c 2
92 66 d 0
92 122 e 0
93 94 a 3
93 94 b 3
93 20 c 0
93 109 d 2
93 97 e 4
94 95 a 0
94 95 b 2
94 2 c 0
94 36 d 0
94 35 e 2
95 96 a 3
95 96 b 4
95 84 c 1
95 14 d 2
95 20 e 0
96 97 a 0
96 97 b 2
96 47 c 1
96 116 d 3
96 75 e 1
97 98 a 4
97 98 b 4
97 61 c 3
97 68 d 2
97 33 e 0
98 99 a 4
98 99 b 4
98 41 c 1
98 15 d 1
98 53 e 4
99 100 a 4
99 100 b 1
99 36 c 2
99 11 d 3
99 106 e 0
100 101 a 3
100 101 b 3
100 99 c 3
100 18 d 2
100 104 e 0
101 102 a 1
101 102 b 1
101 31 c 4
101 33 d 3
101 23 e 3
102 103 a 2
102 103 b 4
102 20 c 0
102 90 d 2
102 39 e 4
103 104 a 4
103 104 b 4
103 2 c 0
103 2 d 4
103 11 e 3
104 105 a 2
104 105 b 2
104 47 c 1
104 4 d 0
104 121 e 4
105 106 a 3
105 106 b 1
105 99 c 4
105 108 d 2
105 108 e 3
106 107 a 3
106 107 b 3
106 106 c 4
106 109 d 4
106 34 e 0
107 108 a 4
107 108 b 2
107 22 c 1
107 91 d 0
107 30 e 1
108 109 a 1
108 109 b 1
108 58 c 2
108 50 d 1
108 39 e 3
109 110 a 4
109 110 b 2
109 48 c 0
109 13 d 1
109 71 e 3
110 111 a 2
110 111 b 3
110 84 c 2
110 48 d 2
110 77 e 3
111 112 a 4
111 112 b 4
111 7 c 0
111 126 d 1
111 76 e 1
112 113 a 1
112 113 b 0
112 45 c 1
112 4 d 0
112 25 e 4
113 114 a 4
113 114 b 0
113 47 c 2
113 108 d 4
113 81 e 4
114 115 a 1
114 115 b 1
114 122 c 1
114 11 d 2
114 81 e 4
115 116 a 1
115 116 b 2
115 126 c 2
115 84 d 3
115 60 e 0
116 117 a 2
116 117 b 2
116 47 c 1
116 98 d 4
116 121 e 2
117 118 a 4
117 118 b 3
117 8 c 4
117 114 d 0
117 49 e 0
118 119 a 0
118 119 b 3
118 3 c 0
118 102 d 4
118 85 e 2
119 120 a 4
119 120 b 2
119 34 c 0
119 67 d 2
119 23 e 1
120 121 a 1
120 121 b 4
120 105 c 3
120 52 d 2
120 108 e 3
121 122 a 1
121 122 b 2
121 98 c 0
121 5 d 4
121 16 e 3
122 123 a 3
122 123 b 1
122 24 c 4
122 41 d 4
122 2 e 2
123 124 a 1
123 124 b 3
123 28 c 0
123 52 d 0
123 4 e 0
124 125 a 4
124 125 b 1
124 3 c 0
124 98 d 3
124 28 e 0
125 126 a 3
125 126 b 2
125 101 c 0
125 14 d 2
125 22 e 1
126 127 a 1
126 127 b 1
126 96 c 4
126 60 d 3
126 128 e 2
127 128 a 1
127 128 b 2
127 19 c 0
127 16 d 3
127 44 e 1
128 1 a 1
128 1 b 1
128 36 c 2
128 84 d 4
128 49 e 0

42 128 640 5 5 0
1 2 a 0
1 2 b 2
1 58 c 4
1 118 d 4
1 106 e 0
2 3 a 1
2 3 b 4
2 4 c 1
2 7 d 4
2 118 e 0
3 4 a 0
3 4 b 4
3 48 c 0
3 61 d 0
3 54 e 4
4 5 a 1
4 5 b 4
4 116 c 1
4 114 d 0
4 83 e 1
5 6 a 4
5 6 b 2
5 9 c 0
5 35 d 2
5 53 e 1
6 7 a 2
6 7 b 0
6 43 c 2
6 114 d 0
6 12 e 0
7 8 a 0
7 8 b 3
7 27 c 3
7 37 d 0
7 75 e 3
8 9 a 2
8 9 b 2
8 29 c 1
8 37 d 3
8 40 e 2
9 10 a 0
9 10 b 3
9 121 c 4
9 127 d 0
9 30 e 2
10 11 a 4
10 11 b 2
10 126 c 4
10 102 d 0
10 108 e 0
11 12 a 2
11 12 b 2
11 123 c 1
11 46 d 0
11 19 e 0
12 13 a 1
12 13 b 2
12 68 c 3
12 83 d 2
12 91 e 2
13 14 a 3
13 14 b 4
13 51 c 4
13 113 d 4
13 78 e 3
14 15 a 3
14 15 b 1
14 36 c 0
14 73 d 1
14 59 e 2
15 16 a 2
15 16 b 1
15 120 c 4
15 66 d 0
15 53 e 2
16 17 a 1
16 17 b 0
16 20 c 2
16 101 d 1
16 18 e 4
17 18 a 1
17 18 b 0
17 95 c 2
17 96 d 1
17 109 e 4
18 19 a 2
18 19 b 0
18 70 c 1
18 5 d 3
18 36 e 1
19 20 a 0
19 20 b 0
19 59 c 2
19 72 d 1
19 90 e 1
20 21 a 4
20 21 b 4
20 50 c 1
20 68 d 2
20 117 e 0
21 22 a 2
21 22 b 0
21 36 c 0
21 54 d 3
21 34 e 3
22 23 a 2
22 23 b 0
22 12 c 2
22 128 d 1
22 77 e 3
23 24 a 4
23 24 b 1
23 108 c 4
23 40 d 1
23 41 e 3
24 25 a 0
24 25 b 2
24 73 c 4
24 86 d 4
24 46 e 3
25 26 a 3
25 26 b 2
25 42 c 4
25 90 d 1
25 21 e 2
26 27 a 0
26 27 b 1
26 29 c 0
26 36 d 0
26 94 e 1
27 28 a 1
27 28 b 1
27 51 c 2
27 74 d 4
27 75 e 1
28 29 a 0
28 29 b 2
28 127 c 3
28 5 d 4
28 98 e 1
29 30 a 4
29 30 b 4
29 26 c 0
29 52 d 0
29 111 e 4
30 31 a 2
30 31 b 2
30 34 c 3
30 87 d 3
30 128 e 4
31 32 a 1
31 32 b 0
31 54 c 4
31 22 d 3
31 103 e 0
32 33 a 3
32 33 b 0
32 124 c 3
32 56 d 4
32 60 e 4
33 34 a 4
33 34 b 4
33 28 c 3
33 44 d 0
33 88 e 3
34 35 a 4
34 35 b 0
34 66 c 4
34 3 d 2
34 90 e 3
35 36 a 0
35 36 b 1
35 32 c 4
35 116 d 4
35 38 e 1
36 37 a 4
36 37 b 2
36 105 c 0
36 87 d 2
36 97 e 4
37 38 a 3
37 38 b 3
37 87 c 2
37 42 d 3
37 119 e 1
38 39 a 1
38 39 b 0
38 38 c 1
38 15 d 1
38 22 e 0
39 40 a 3
39 40 b 4
39 23 c 1
39 76 d 1
39 48 e 3
40 41 a 0
40 41 b 4
40 110 c 1
40 73 d 2
40 124 e 3
41 42 a 1
41 42 b 2
41 116 c 1
41 22 d 1
41 117 e 2
42 43 a 3
42 43 b 3
42 118 c 4
42 99 d 2
42 89 e 0
43 44 a 1
43 44 b 4
43 67 c 0
43 6 d 3
43 44 e 1
44 45 a 4
44 45 b 3
44 50 c 0
44 120 d 2
44 51 e 1
45 46 a 1
45 46 b 2
45 26 c 1
45 88 d 1
45 121 e 4
46 47 a 0
46 47 b 3
46 89 c 2
46 103 d 2
46 78 e 0
47 48 a 0
47 48 b 4
47 78 c 4
47 10 d 0
47 66 e 1
48 49 a 2
48 49 b 2
48 94 c 0
48 75 d 0
48 46 e 2
49 50 a 4
49 50 b 4
49 114 c 0
49 88 d 2
49 44 e 4
50 51 a 2
50 51 b 0
50 119 c 2
50 3 d 2
50 26 e 2
51 52 a 2
51 52 b 3
51 93 c 2
51 64 d 0
51 28 e 1
52 53 a 1
52 53 b 1
52 25 c 0
52 42 d 2
52 22 e 4
53 54 a 2
53 54 b 1
53 36 c 2
53 127 d 1
53 54 e 4
54 55 a 4
54 55 b 2
54 121 c 0
54 31 d 2
54 104 e 3
55 56 a 3
55 56 b 3
55 27 c 4
55 16 d 0
55 95 e 2
56 57 a 0
56 57 b 3
56 12 c 2
56 125 d 3
56 19 e 3
57 58 a 4
57 58 b 2
57 87 c 3
57 51 d 3
57 62 e 0
58 59 a 1
58 59 b 4
58 7 c 1
58 35 d 3
58 94 e 2
59 60 a 0
59 60 b 3
59 45 c 2
59 99 d 2
59 54 e 2
60 61 a 1
60 61 b 2
60 95 c 3
60 44 d 3
60 76 e 2
61 62 a 4
61 62 b 3
61 51 c 2
61 93 d 0
61 108 e 3
62 63 a 1
62 63 b 0
62 72 c 4
62 119 d 3
62 36 e 4
63 64 a 3
63 64 b 2
63 62 c 4
63 31 d 2
63 71 e 2
64 65 a 3
64 65 b 1
64 57 c 2
64 32 d 3
64 106 e 2
65 66 a 3
65 66 b 1
65 98 c 4
65 102 d 4
65 105 e 3
66 67 a 4
66 67 b 3
66 101 c 1
66 3 d 4
66 99 e 0
67 68 a 0
67 68 b 1
67 116 c 3
67 46 d 4
67 58 e 0
68 69 a 4
68 69 b 3
68 66 c 0
68 63 d 4
68 20 e 3
69 70 a 1
69 70 b 3
69 9 c 0
69 52 d 2
69 93 e 3
70 71 a 3
70 71 b 1
70 5 c 3
70 48 d 4
70 67 e 0
71 72 a 2
71 72 b 1
71 119 c 3
71 118 d 4
71 56 e 2
72 73 a 2
72 73 b 1
72 35 c 2
72 114 d 0
72 115 e 2
73 74 a 4
73 74 b 3
73 83 c 0
73 49 d 4
73 112 e 1
74 75 a 4
74 75 b 1
74 81 c 4
74 100 d 2
74 107 e 3
75 76 a 3
75 76 b 4
75 112 c 0
75 97 d 0
75 105 e 4
76 77 a 2
76 77 b 0
76 4 c 0
76 34 d 3
76 47 e 4
77 78 a 1
77 78 b 1
77 101 c 1
77 67 d 0
77 72 e 1
78 79 a 0
78 79 b 2
78 113 c 4
78 8 d 4
78 4 e 3
79 80 a 3
79 80 b 1
79 7 c 0
79 86 d 2
79 116 e 2
80 81 a 2
80 81 b 0
80 12 c 3
80 53 d 0
80 111 e 0
81 82 a 2
81 82 b 1
81 106 c 1
81 84 d 2
81 16 e 4
82 83 a 2
82 83 b 4
82 12 c 4
82 5 d 0
82 53 e 1
83 84 a 2
83 84 b 1
83 99 c 4
83 60 d 1
83 1 e 0
84 85 a 0
84 85 b 0
84 100 c 0
84 21 d 1
84 91 e 1
85 86 a 2
85 86 b 2
85 8 c 0
85 75 d 4
85 110 e 4
86 87 a 4
86 87 b 1
86 74 c 3
86 65 d 0
86 39 e 4
87 88 a 3
87 88 b 2
87 45 c 2
87 125 d 4
87 58 e 2
88 89 a 2
88 89 b 3
88 52 c 2
88 40 d 0
88 29 e 0
89 90 a 0
89 90 b 2
89 103 c 2
89 16 d 4
89 10 e 4
90 91 a 1
90 91 b 0
90 85 c 4
90 38 d 4
90 1 e 2
91 92 a 3
91 92 b 2
91 12 c 0
91 128 d 3
91 69 e 0
92 93 a 3
92 93 b 0
92 35 c 1
92 88 d 2
92 90 e 1
93 94 a 4
93 94 b 1
93 48 c 3
93 11 d 3
93 13 e 3
94 95 a 0
94 95 b 4
94 82 c 1
94 27 d 2
94 108 e 4
95 96 a 2
95 96 b 1
95 41 c 0
95 45 d 3
95 74 e 0
96 97 a 0
96 97 b 0
96 89 c 1
96 11 d 2
96 61 e 0
97 98 a 4
97 98 b 4
97 11 c 0
97 36 d 0
97 31 e 4
98 99 a 2
98 99 b 1
98 108 c 0
98 7 d 0
98 16 e 4
99 100 a 0
99 100 b 3
99 43 c 0
99 108 d 3
99 114 e 3
100 101 a 3
100 101 b 2
100 127 c 4
100 43 d 3
100 107 e 3
101 102 a 0
101 102 b 4
101 31 c 0
101 67 d 2
101 103 e 2
102 103 a 2
102 103 b 0
102 73 c 4
102 84 d 0
102 20 e 0
103 104 a 4
103 104 b 2
103 59 c 0
103 37 d 1
103 100 e 1
104 105 a 2
104 105 b 3
104 61 c 4
104 31 d 4
104 15 e 1
105 106 a 0
105 106 b 2
105 21 c 4
105 80 d 1
105 14 e 4
106 107 a 1
106 107 b 3
106 17 c 1
106 105 d 3
106 33 e 4
107 108 a 2
107 108 b 1
107 1 c 1
107 64 d 3
107 73 e 2
108 109 a 4
108 109 b 0
108 58 c 1
108 79 d 4
108 79 e 0
109 110 a 4
109 110 b 3
109 20 c 0
109 51 d 3
109 59 e 2
110 111 a 1
110 111 b 3
110 109 c 3
110 46 d 4
110 94 e 3
111 112 a 0
111 112 b 0
111 36 c 2
111 37 d 4
111 73 e 1
112 113 a 0
112 113 b 3
112 31 c 2
112 35 d 3
112 83 e 2
113 114 a 3
113 114 b 1
113 69 c 4
113 84 d 2
113 23 e 2
114 115 a 3
114 115 b 4
114 5 c 1
114 11 d 3
114 116 e 0
115 116 a 2
115 116 b 4
115 77 c 1
115 61 d 1
115 11 e 2
116 117 a 0
116 117 b 3
116 19 c 4
116 3 d 3
116 68 e 4
117 118 a 0
117 118 b 0
117 80 c 1
117 27 d 0
117 74 e 2
118 119 a 1
118 119 b 2
118 128 c 2
118 104 d 0
118 10 e 0
119 120 a 3
119 120 b 1
119 35 c 1
119 110 d 1
119 56 e 0
120 121 a 2
120 121 b 4
120 63 c 0
120 87 d 3
120 74 e 1
121 122 a 3
121 122 b 1
121 92 c 2
121 113 d 4
121 123 e 4
122 123 a 1
122 123 b 1
122 6 c 3
122 45 d 4
122 73 e 4
123 124 a 1
123 124 b 0
123 79 c 3
123 33 d 4
123 119 e 0
124 125 a 4
124 125 b 3
124 74 c 4
124 7 d 0
124 12 e 4
125 126 a 0
125 126 b 1
125 17 c 4
125 60 d 1
125 83 e 2
126 127 a 2
126 127 b 4
126 65 c 1
126 66 d 0
126 89 e 3
127 128 a 4
127 128 b 4
127 120 c 2
127 63 d 2
127 113 e 3
128 1 a 1
128 1 b 2
128 93 c 0
128 123 d 2
128 51 e 1

43 128 640 5 5 0
1 2 a 0
1 2 b 3
1 25 c 1
1 102 d 3
1 121 e 1
2 3 a 1
2 3 b 3
2 86 c 2
2 15 d 1
2 97 e 1
3 4 a 0
3 4 b 3
3 71 c 1
3 46 d 1
3 78 e 2
4 5 a 0
4 5 b 3
4 32 c 2
4 28 d 3
4 102 e 2
5 6 a 0
5 6 b 1
5 25 c 0
5 85 d 0
5 21 e 3
6 7 a 2
6 7 b 4
6 112 c 3
6 125 d 4
6 9 e 3
7 8 a 3
7 8 b 4
7 100 c 2
7 88 d 1
7 53 e 3
8 9 a 0
8 9 b 3
8 58 c 3
8 80 d 0
8 78 e 2
9 10 a 2
9 10 b 2
9 60 c 4
9 115 d 3
9 81 e 4
10 11 a 2
10 11 b 1
10 53 c 0
10 114 d 1
10 123 e 3
11 12 a 1
11 12 b 1
11 118 c 3
11 35 d 2
11 78 e 0
12 13 a 3
12 13 b 2
12 84 c 3
12 128 d 1
12 19 e 1
13 14 a 1
13 14 b 2
13 39 c 1
13 38 d 1
13 83 e 3
14 15 a 3
14 15 b 4
14 77 c 1
14 87 d 1
14 92 e 3
15 16 a 3
15 16 b 4
15 37 c 2
15 121 d 2
15 66 e 4
16 17 a 4
16 17 b 0
16 21 c 2
16 21 d 3
16 92 e 4
17 18 a 3
17 18 b 3
17 5 c 1
17 88 d 0
17 67 e 1
18 19 a 1
18 19 b 4
18 97 c 3
18 21 d 2
18 87 e 0
19 20 a 4
19 20 b 0
19 27 c 2
19 65 d 2
19 57 e 4
20 21 a 3
20 21 b 3
20 38 c 2
20 117 d 0
20 81 e 3
21 22 a 2
21 22 b 0
21 124 c 3
21 112 d 1
21 74 e 3
22 23 a 1
22 23 b 4
22 25 c 3
22 18 d 1
22 17 e 0
23 24 a 2
23 24 b 0
23 125 c 4
23 99 d 2
23 90 e 1
24 25 a 3
24 25 b 1
24 46 c 0
24 10 d 2
24 28 e 1
25 26 a 1
25 26 b 1
25 52 c 0
25 86 d 4
25 16 e 0
26 27 a 3
26 27 b 2
26 28 c 3
26 56 d 1
26 53 e 4
27 28 a 3
27 28 b 2
27 118 c 1
27 70 d 2
27 78 e 3
28 29 a 3
28 29 b 2
28 86 c 2
28 58 d 3
28 98 e 2
29 30 a 1
29 30 b 2
29 87 c 0
29 114 d 3
29 60 e 0
30 31 a 2
30 31 b 0
30 19 c 2
30 110 d 2
30 105 e 3
31 32 a 4
31 32 b 3
31 44 c 0
31 84 d 3
31 61 e 2
32 33 a 3
32 33 b 2
32 70 c 4
32 111 d 3
32 78 e 4
33 34 a 1
33 34 b 0
33 10 c 3
33 44 d 2
33 118 e 0
34 35 a 1
34 35 b 4
34 37 c 0
34 27 d 4
34 85 e 3
35 36 a 1
35 36 b 2
35 71 c 0
35 116 d 0
35 78 e 3
36 37 a 0
36 37 b 0
36 37 c 4
36 16 d 1
36 5 e 3
37 38 a 0
37 38 b 1
37 119 c 3
37 108 d 1
37 104 e 1
38 39 a 4
38 39 b 1
38 123 c 3
38 41 d 3
38 35 e 4
39 40 a 1
39 40 b 3
39 112 c 0
39 14 d 3
39 41 e 2
40 41 a 2
40 41 b 1
40 28 c 1
40 5 d 3
40 50 e 3
41 42 a 4
41 42 b 2
41 70 c 0
41 26 d 3
41 55 e 2
42 43 a 3
42 43 b 3
42 60 c 0
42 127 d 4
42 120 e 4
43 44 a 3
43 44 b 3
43 79 c 2
43 11 d 4
43 119 e 0
44 45 a 1
44 45 b 0
44 82 c 2
44 54 d 2
44 123 e 4
45 46 a 3
45 46 b 1
45 31 c 0
45 30 d 1
45 14 e 3
46 47 a 3
46 47 b 4
46 17 c 0
46 5 d 2
46 127 e 1
47 48 a 3
47 48 b 0
47 11 c 2
47 81 d 0
47 96 e 2
48 49 a 0
48 49 b 3
48 112 c 1
48 11 d 2
48 8 e 0
49 50 a 1
49 50 b 2
49 40 c 3
49 96 d 0
49 19 e 4
50 51 a 0
50 51 b 2
50 34 c 2
50 35 d 0
50 93 e 0
51 52 a 3
51 52 b 1
51 76 c 4
51 73 d 2
51 11 e 4
52 53 a 4
52 53 b 2
52 29 c 4
52 108 d 3
52 2 e 2
53 54 a 2
53 54 b 2
53 12 c 4
53 72 d 1
53 110 e 2
54 55 a 4
54 55 b 2
54 22 c 4
54 65 d 3
54 61 e 3
55 56 a 0
55 56 b 2
55 60 c 0
55 91 d 2
55 33 e 3
56 57 a 2
56 57 b 0
56 2 c 1
56 65 d 0
56 17 e 0
57 58 a 1
57 58 b 2
57 113 c 4
57 63 d 3
57 72 e 1
58 59 a 3
58 59 b 2
58 22 c 1
58 71 d 4
58 69 e 2
59 60 a 3
59 60 b 3
59 1 c 3
59 112 d 0
59 73 e 0
60 61 a 2
60 61 b 1
60 70 c 3
60 114 d 4
60 92 e 1
61 62 a 2
61 62 b 4
61 128 c 0
61 43 d 3
61 73 e 4
62 63 a 3
62 63 b 1
62 73 c 1
62 29 d 0
62 29 e 2
63 64 a 2
63 64 b 4
63 67 c 3
63 110 d 1
63 44 e 3
64 65 a 3
64 65 b 3
64 18 c 4
64 103 d 1
64 12 e 4
65 66 a 2
65 66 b 4
65 96 c 0
65 118 d 1
65 24 e 1
66 67 a 3
66 67 b 4
66 88 c 0
66 44 d 4
66 110 e 1
67 68 a 1
67 68 b 2
67 43 c 2
67 63 d 1
67 113 e 4
68 69 a 4
68 69 b 2
68 14 c 0
68 8 d 3
68 72 e 1
69 70 a 0
69 70 b 4
69 57 c 1
69 6 d 0
69 94 e 1
70 71 a 2
70 71 b 0
70 106 c 2
70 90 d 0
70 96 e 4
71 72 a 2
71 72 b 0
71 96 c 2
71 73 d 4
71 65 e 1
72 73 a 0
72 73 b 3
72 97 c 3
72 62 d 1
72 57 e 0
73 74 a 4
73 74 b 2
73 53 c 3
73 69 d 2
73 66 e 4
74 75 a 3
74 75 b 0
74 40 c 3
74 16 d 3
74 26 e 1
75 76 a 0
75 76 b 3
75 11 c 4
75 118 d 4
75 68 e 1
76 77 a 0
76 77 b 3
76 52 c 3
76 111 d 0
76 7 e 0
77 78 a 1
77 78 b 0
77 122 c 1
77 25 d 2
77 109 e 1
78 79 a 2
78 79 b 3
78 57 c 3
78 55 d 0
78 69 e 2
79 80 a 4
79 80 b 3
79 84 c 0
79 44 d 3
79 33 e 1
80 81 a 2
80 81 b 3
80 46 c 4
80 4 d 2
80 89 e 2
81 82 a 0
81 82 b 4
81 48 c 0
81 108 d 2
81 6 e 4
82 83 a 4
82 83 b 2
82 71 c 4
82 53 d 1
82 8 e 4
83 84 a 2
83 84 b 3
83 98 c 1
83 85 d 3
83 1 e 3
84 85 a 0
84 85 b 2
84 120 c 4
84 102 d 3
84 87 e 2
85 86 a 3
85 86 b 0
85 128 c 0
85 37 d 3
85 54 e 2
86 87 a 2
86 87 b 1
86 119 c 1
86 116 d 0
86 12 e 1
87 88 a 3
87 88 b 3
87 94 c 1
87 88 d 3
87 11 e 2
88 89 a 4
88 89 b 2
88 57 c 2
88 123 d 2
88 43 e 2
89 90 a 3
89 90 b 4
89 18 c 0
89 44 d 4
89 37 e 3
90 91 a 2
90 91 b 4
90 115 c 0
90 90 d 1
90 120 e 3
91 92 a 3
91 92 b 3
91 111 c 0
91 29 d 0
91 104 e 4
92 93 a 3
92 93 b 2
92 26 c 2
92 45 d 3
92 122 e 4
93 94 a 2
93 94 b 2
93 13 c 3
93 105 d 4
93 122 e 1
94 95 a 4
94 95 b 2
94 99 c 0
94 81 d 3
94 117 e 0
95 96 a 0
95 96 b 2
95 62 c 2
95 12 d 0
95 63 e 1
96 97 a 4
96 97 b 1
96 67 c 0
96 99 d 1
96 111 e 1
97 98 a 0
97 98 b 4
97 25 c 1
97 68 d 4
97 94 e 0
98 99 a 2
98 99 b 3
98 110 c 3
98 64 d 2
98 43 e 2
99 100 a 3
99 100 b 2
99 115 c 1
99 13 d 0
99 57 e 3
100 101 a 3
100 101 b 1
100 91 c 0
100 5 d 1
100 47 e 4
101 102 a 2
101 102 b 4
101 95 c 4
101 37 d 3
101 120 e 0
102 103 a 0
102 103 b 3
102 61 c 4
102 14 d 3
102 65 e 3
103 104 a 0
103 104 b 4
103 53 c 3
103 8 d 0
103 126 e 2
104 105 a 1
104 105 b 1
104 11 c 0
104 122 d 2
104 101 e 1
105 106 a 4
105 106 b 3
105 7 c 0
105 116 d 4
105 113 e 4
106 107 a 2
106 107 b 0
106 120 c 1
106 37 d 2
106 96 e 2
107 108 a 3
107 108 b 4
107 44 c 3
107 101 d 2
107 53 e 0
108 109 a 4
108 109 b 3
108 122 c 1
108 44 d 0
108 55 e 2
109 110 a 3
109 110 b 1
109 57 c 4
109 25 d 2
109 112 e 2
110 111 a 4
110 111 b 3
110 70 c 3
110 108 d 1
110 47 e 4
111 112 a 1
111 112 b 2
111 1 c 3
111 12 d 0
111 7 e 2
112 113 a 0
112 113 b 2
112 80 c 2
112 2 d 4
112 77 e 0
113 114 a 3
113 114 b 2
113 28 c 2
113 124 d 2
113 30 e 3
114 115 a 0
114 115 b 2
114 79 c 4
114 75 d 3
114 87 e 2
115 116 a 4
115 116 b 0
115 92 c 4
115 101 d 0
115 27 e 3
116 117 a 2
116 117 b 4
116 55 c 1
116 100 d 2
116 80 e 4
117 118 a 1
117 118 b 4
117 88 c 1
117 5 d 3
117 34 e 0
118 119 a 1
118 119 b 3
118 60 c 0
118 42 d 2
118 127 e 0
119 120 a 1
119 120 b 2
119 100 c 2
119 89 d 0
119 26 e 4
120 121 a 0
120 121 b 4
120 85 c 0
120 58 d 0
120 104 e 0
121 122 a 4
121 122 b 1
121 22 c 3
121 29 d 0
121 37 e 4
122 123 a 1
122 123 b 0
122 53 c 3
122 113 d 1
122 80 e 0
123 124 a 4
123 124 b 4
123 66 c 0
123 78 d 2
123 43 e 0
124 125 a 2
124 125 b 0
124 82 c 4
124 108 d 0
124 60 e 3
125 126 a 0
125 126 b 0
125 126 c 1
125 42 d 0
125 79 e 4
126 127 a 4
126 127 b 3
126 97 c 1
126 8 d 4
126 114 e 3
127 128 a 4
127 128 b 2
127 30 c 3
127 45 d 4
127 119 e 3
128 1 a 2
128 1 b 4
128 87 c 2
